144,0,175,158,18,943,844,28,15.42
265,111,86,195,6,833,790,28,41.54
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.12
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56.0,47.97
307,0,0,193,0,968,812,365,36.15
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56.0,48.59
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.89
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14.0,41.89
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.38
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.97
153.1,145,113,178.5,8,867.2,824,28,26.23
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77
198.6,132.4,0,192,0,978.4,825.5,3,9.13
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.44
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100.0,40.39
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3.0,7.32
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.83
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.89
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.3
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.35
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100.0,45.37
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.33
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28.0,37.27
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,35.36
212.5,0,100.4,159.3,8.7,1007.8,903.6,28,31.64
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.72
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.2
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,52.01
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.74
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.61
480,0,0,192,0,936.2,712.2,7,34.57
359,19,141,154,10.9,942,801,3,25.12
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.65
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.4
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.46
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28.0,24.85
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.2
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.44
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.2
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01
387,20,94,157,11.6,938,845,7,41.67
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14.0,24.43
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28.0,33.73
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38
190.3,0,125.2,161.9,9.9,1088.1,802.6,56,38.56
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56.0,35.34
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.87
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,52.96
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100.0,49.97
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.91
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.28
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.6
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.42
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.1
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.39
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14.0,38.6
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.28
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.3
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14.0,32.9
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.39
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.13
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28.0,40.23
220.8,147.2,0,185.7,0,1055,744.3,7,13.09
150,237,0,174,12,1069,675,28,37.43
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.3
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,39.0
425,106.3,0,153.5,16.5,852.1,887.1,3,33.4
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.69
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.87
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14.0,33.7
150.9,0,183.9,166.6,11.6,991.2,772.2,28,15.57
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14.0,25.62
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.99
310,0,0,192,0,1012,830,3,11.85
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28.0,28.47
116,173,0,192,0,909.8,891.9,90,31.02
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.35
210.7,316.1,0,185.7,0,977,689.3,28,37.81
238.1,0,94.1,186.7,7,949.9,847,14,25.69
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.09
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.01
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7.0,33.49
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28.0,31.12
424,22,132,178,8.5,882,750,3,32.01
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14.0,26.05
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0,56.14
385,0,136,158,20,903,768,28,55.55
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28.0,51.33
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.66
200,0,0,180,0,1125,845,7,7.84
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100.0,56.81
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
300,0,0,184,0,1075,795,7,15.58
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100.0,35.34
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28.0,22.84
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14.0,24.99
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.92
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.72
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.2
183.9,122.6,0,203.5,0,959.2,800,7,10.79
