0.64,784.0,343.0,220.5,3.5,3.0,0.1,4.0,15.19
0.98,514.5,294,110.25,7,4,0.1,3,24.11
0.9,563.5,318.5,122.5,7,3,0.4,4,35.73
0.62,808.5,367.5,220.5,3.5,4.0,0.25,3.0,13.95
0.64,784,343,220.5,3.5,5,0.25,2,17.11
0.71,710.5,269.5,220.5,3.5,3.0,0.25,1.0,12.65
0.64,784,343,220.5,3.5,3,0.25,1,17.35
0.64,784.0,343.0,220.5,3.5,4.0,0.4,5.0,18.16
0.66,759.5,318.5,220.5,3.5,5.0,0.25,2.0,13.0
0.86,588.0,294.0,147.0,7.0,2.0,0.25,2.0,29.34
0.79,637.0,343.0,147.0,7.0,4.0,0.4,5.0,41.09
0.86,588.0,294.0,147.0,7.0,5.0,0.4,4.0,32.75
0.69,735.0,294.0,220.5,3.5,3.0,0.25,4.0,12.95
0.79,637.0,343.0,147.0,7.0,2.0,0.25,4.0,40.0
0.74,686,245,220.5,3.5,2,0.25,4,12.32
0.76,661.5,416.5,122.5,7.0,3.0,0.25,1.0,36.13
0.82,612.5,318.5,147.0,7.0,2.0,0.1,3.0,22.93
0.82,612.5,318.5,147.0,7.0,2.0,0.4,1.0,29.22
0.62,808.5,367.5,220.5,3.5,3.0,0.4,4.0,16.9
0.71,710.5,269.5,220.5,3.5,4.0,0.25,3.0,12.1
0.98,514.5,294.0,110.25,7.0,4.0,0.1,1.0,24.63
0.82,612.5,318.5,147.0,7.0,4.0,0.25,5.0,24.6
0.69,735,294,220.5,3.5,3,0.25,1,12.93
0.66,759.5,318.5,220.5,3.5,3.0,0.1,5.0,11.34
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23
0.69,735.0,294.0,220.5,3.5,3.0,0.1,1.0,11.13
0.64,784.0,343.0,220.5,3.5,5.0,0.1,2.0,15.19
0.64,784,343,220.5,3.5,4,0.25,2,17.02
0.62,808.5,367.5,220.5,3.5,2.0,0.1,3.0,12.68
0.98,514.5,294,110.25,7,5,0.4,1,32.53
0.69,735.0,294.0,220.5,3.5,5.0,0.1,1.0,11.16
0.98,514.5,294.0,110.25,7.0,3.0,0.1,2.0,24.31
0.9,563.5,318.5,122.5,7.0,4.0,0.25,4.0,32.07
0.86,588.0,294.0,147.0,7.0,3.0,0.1,4.0,25.37
0.98,514.5,294.0,110.25,7.0,4.0,0.25,2.0,28.18
0.98,514.5,294.0,110.25,7.0,4.0,0.0,0.0,15.55
0.71,710.5,269.5,220.5,3.5,3.0,0.1,4.0,10.68
0.69,735.0,294.0,220.5,3.5,5.0,0.1,4.0,11.2
0.62,808.5,367.5,220.5,3.5,3,0.1,2,13
0.82,612.5,318.5,147.0,7.0,4.0,0.25,3.0,25.37
0.98,514.5,294.0,110.25,7.0,5.0,0.25,5.0,28.61
0.76,661.5,416.5,122.5,7.0,5.0,0.4,1.0,40.43
0.66,759.5,318.5,220.5,3.5,2.0,0.25,4.0,12.95
0.9,563.5,318.5,122.5,7,4,0,0,20.71
0.62,808.5,367.5,220.5,3.5,3.0,0.1,1.0,12.97
0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23
0.9,563.5,318.5,122.5,7.0,5.0,0.4,2.0,35.69
