0.76,661.5,416.5,122.5,7,2,0.4,2,39.48
0.64,784.0,343.0,220.5,3.5,4.0,0.1,5.0,19.26
0.98,514.5,294.0,110.25,7.0,4.0,0.1,5.0,25.88
0.9,563.5,318.5,122.5,7.0,4.0,0.25,1.0,32.71
0.79,637.0,343.0,147.0,7.0,4.0,0.4,2.0,38.84
0.74,686.0,245.0,220.5,3.5,2.0,0.25,3.0,14.49
0.79,637,343,147,7,2,0.1,3,43.12
0.71,710.5,269.5,220.5,3.5,5.0,0.4,1.0,17.47
0.79,637.0,343.0,147.0,7.0,3.0,0.25,2.0,37.41
0.64,784.0,343.0,220.5,3.5,4.0,0.4,3.0,21.54
0.74,686.0,245.0,220.5,3.5,5.0,0.4,5.0,16.7
0.66,759.5,318.5,220.5,3.5,4.0,0.4,5.0,17.55
0.64,784.0,343.0,220.5,3.5,2.0,0.4,5.0,20.82
0.69,735,294,220.5,3.5,5,0.1,2,13.51
0.64,784.0,343.0,220.5,3.5,5.0,0.1,1.0,19.32
0.66,759.5,318.5,220.5,3.5,3.0,0.4,5.0,17.79
0.62,808.5,367.5,220.5,3.5,3.0,0.25,3.0,14.96
0.74,686.0,245.0,220.5,3.5,4.0,0.4,2.0,16.99
0.71,710.5,269.5,220.5,3.5,2.0,0.1,5.0,14.18
0.66,759.5,318.5,220.5,3.5,2.0,0.25,5.0,15.83
0.79,637.0,343.0,147.0,7.0,5.0,0.4,2.0,48.03
0.79,637.0,343.0,147.0,7.0,5.0,0.1,4.0,35.29
0.79,637.0,343.0,147.0,7.0,3.0,0.25,1.0,37.81
0.66,759.5,318.5,220.5,3.5,4.0,0.25,3.0,16.14
0.71,710.5,269.5,220.5,3.5,3.0,0.1,4.0,14.12
0.86,588.0,294.0,147.0,7.0,5.0,0.4,2.0,36.86
0.9,563.5,318.5,122.5,7.0,2.0,0.4,1.0,39.28
0.69,735,294,220.5,3.5,4,0,0,11.73
0.66,759.5,318.5,220.5,3.5,3.0,0.25,5.0,16.03
0.79,637.0,343.0,147.0,7.0,2.0,0.4,1.0,45.29
0.76,661.5,416.5,122.5,7.0,2.0,0.4,4.0,40.36
